"dataid","HHwealth"
101,16.126980205179
102,3.18853616929137
103,6.200243702927
104,5.14499264184562
105,27.2317740604687
106,0.146605516928699
107,3.0398450100095
108,10.2418097760982
201,15.0245304328027
202,12.2430191304047
203,5.03673363248166
204,0.0297377556532062
205,15.1275865995729
206,0.0297377556532062
207,3.05546033220088
208,27.1884884221889
301,4.05663382998422
302,20.1420524210066
303,22.1378385808157
304,0.143260237483169
305,10.239605181125
306,14.9945366132019
307,0.0297377556532062
308,22.1507806430371
401,0.00628001192120129
402,0.0354830608628431
403,0.193453348877158
404,0.0650447088084483
405,1.02396141602882
406,12.0796302843022
407,0.0866044291399542
408,3.13958623996345
501,0.0205995144517703
502,0.0538329689376754
503,14.2578952630272
504,7.28466679352407
505,0.056541128720158
506,7.0350609710349
507,27.2257901642221
508,0.00628001192120129
601,9.01613851677897
602,2.30326713883573
603,0.109705588708074
604,0.0185295237143188
605,15.0317139332933
606,0.108139162779921
607,2.13334497618782
608,14.0363574310402
701,2.12363165684023
702,10.0591347322087
703,8.06275129288839
704,5.04288301352233
705,0.0433821031597197
706,2.16928187011804
707,2.06547270763566
708,1.04151077706761
801,0.006676173920433
802,3.22724042939858
803,0.0414872123870617
804,7.06354982010181
805,3.27665284616987
806,0.0481602536796537
807,0.0370781132453194
808,0.0185295237143188
901,6.1012767028369
902,2.12510061771815
903,0.0489969480281389
904,0.00628001192120129
905,7.99170556518357
906,60.0384332901141
907,0.0420241650261545
1001,3.15910233947675
1002,0.00421002118374982
1003,1.05503902491699
1004,12.3956602419976
1005,0.0632143409235001
1006,11.0562134987773
1007,7.09513079103416
1008,0.0992816219567648
1101,10.1916686384131
1102,0.0706540759009505
1103,2.02229715982572
1104,0.0408459107141897
1105,4.02352119549362
1106,6.07834034605653
1107,9.18285483649219
1108,0.0381186306937104
1201,10.0327227292227
1202,6.10295297286349
1203,0.0511013457012225
1204,0.0762529407473357
1205,13.1247433067294
1206,0.0357387745495837
1207,5.08658555705736
1208,1.00440868582909
1301,4.30674650518792
1302,14.1221344342069
1303,0.0207256059563233
1304,1.12160909395892
1305,0.006676173920433
1306,0.0538329689376754
1307,0.0192670701446871
1308,6.09276966430408
1401,7.00219287897333
1402,10.0314577975245
1403,0.0168872140005604
1404,9.26851550960398
1405,0.0854913217399479
1406,2.15516138676978
1407,16.2533799283668
1408,2.02097584233622
1501,10.0838440974998
1502,16.4541359608078
1503,9.29259787549426
1504,14.9970616810886
1505,17.9782255319316
1506,1.03090357498825
1507,1.04956466405167
1508,15.1862013687204
1601,0.0379925391891574
1602,1.03550975817123
1603,5.15426939720612
1604,0.217990091898509
1605,7.11427502637969
1606,0.0198983448010657
1607,0.131332738918149
1608,1.00901486901207
1701,0.0561720773419663
1702,0.0609895704015713
1703,1.00901486901207
1704,5.18044741857108
1705,5.18882829361158
1706,5.09559770675425
1707,4.02989577989491
1708,12.1907250569103
1801,0.0283689345664593
1802,0.0251315724702246
1803,15.2370076005916
1804,0.0251315724702246
1805,4.01701499344541
1806,6.17386583116454
1807,4.05139493275602
1901,0.0600859828511257
1902,11.0287814123931
1903,3.03800795058122
1904,0.00206999073745148
1905,0.135017637634583
1906,0.0517051078106214
1907,7.08477689357899
1908,0.0108861951041828
2001,0.203467650668032
2002,0.0544711379827065
2003,0.0318337610173068
2004,0.0481602536796537
2005,0.160350291202533
2007,12.1312228135927
2008,0.153678726698004
2101,0.0712853505573291
2102,0.151608735960553
2103,0.0229354902282201
2104,0.0383208428275132
2105,8.01464105541179
2106,0.097756776262518
2201,0.00460618318298152
2202,4.24843615888379
2203,0.0451559782225807
2204,0.241866557371786
2205,0.120336728096989
2206,10.1471341818154
2207,9.13476680113158
2208,0.0364399442002883
2301,10.0327227292227
2302,12.0257043405744
2303,4.04719338173009
2304,0.0207256059563233
2305,0.0615720312097416
2306,0.00628001192120129
2307,0.0225166036689511
2308,0.195787945278232
2401,0.209678226059466
2403,15.0750326120825
2404,0.0254016429649033
2405,0.0297377556532062
2406,2.26329881725395
2407,0.0945034714368308
2408,0.213715506187873
2501,16.031630813736
2502,0.127770471023679
2503,0.0454520938971712
2504,0.0493659994063305
2505,0.0493659994063305
2506,3.03063687381374
2507,0.0497266796078069
2508,8.03646538140692
2601,8.1019802362444
2602,0.0874052878698996
2603,1.09588545017041
2604,0.0433821031597197
2605,8.03048148516031
2606,5.05132151801743
2607,18.016815492426
2608,0.0598168651842863
2701,0.0245305426106963
2702,0.006676173920433
2703,0.0433821031597197
2704,1.20325575693945
2705,24.2029557500576
2706,10.1793116831262
2707,5.19273530473209
2708,0.0517051078106214
2801,1.05607519914941
2802,0.162920885032192
2803,4.19187603940328
2804,6.14362347536264
2805,11.1023672768645
2806,14.2489238610701
2807,4.02895463983186
2808,0.00881620436673134
2901,1.04358076780506
2902,0.0493659994063305
2903,0.0454520938971712
2904,4.04719338173009
2905,0.0373810842633421
2906,0.0394510750007936
2907,10.0317554039937
2908,0.051435990143782
3001,0.0267266248527009
3002,15.07398390223
3003,1.03730075588386
3005,0.100487367683442
3006,0.0460902629422022
3007,2.00714354291997
3008,3.01207187042517
3101,4.03796678952874
3102,0.138992546161186
3103,9.0820706357496
3104,0.0322299230165385
3105,0.0433821031597197
3106,15.0978592499453
3107,6.08327551488418
3108,5.09137056292073
3201,0.056541128720158
3202,0.130783638457634
3203,8.06182747705367
3204,0.00206999073745148
3205,2.04104954060225
3206,0.0348448918178121
3207,2.03440199313614
3208,0.204800094975115
3301,1.00440868582909
3302,1.06868870628201
3303,12.0212697476061
3304,25.2572007841674
3305,6.03199781030567
3306,0.202058894683241
3308,35.2929692808126
3401,1.10886581685057
3402,5.02341827061982
3403,7.13839399767553
3404,3.05218356392122
3405,0.0297377556532062
3406,2.14395217826718
3407,0.153317382550257
3408,9.22630731401638
3501,2.08311749064248
3502,2.06324638059681
3503,47.4202544949785
3504,10.0263196184387
3505,5.02485698670089
3506,30.4281318052847
3507,5.13700575568377
3508,23.0193606134344
3601,7.13854182987892
3602,7.19400688022526
3603,0.122141081355288
3604,24.0383228106479
3605,40.2125413509767
3606,4.99692338146066
3607,15.1641140137941
3608,5.21817707837562
3701,2.2108863264022
3702,3.03012479627326
3703,12.1644206392368
3704,18.2765040244084
3705,4.12098633630595
3706,0.117534898172306
3707,2.245786309155
3801,1.15873741398196
3802,0.0150570489609373
3803,1.08276248969573
3804,7.01663847300845
3805,4.0687676363789
3806,2.31690636664162
3807,2.16535084195911
3808,3.0803522818186
3901,4.08932213942692
3902,0.0905724432779047
3903,5.1925875081552
3904,4.29595348705842
3905,2.09283080999007
3906,2.19273590775968
3907,15.0113811836192
3908,13.1866576755695
4001,3.03761178858199
4002,2.15917823284798
4003,7.28573332559911
4004,12.0156627175884
4005,1.09741029586466
4006,7.0182048989366
4007,1.08202494326536
4101,23.0114306378642
4102,7.02635179235604
4103,0.0185295237143188
4104,16.1134269373587
4105,6.08768461402592
4106,10.0778602012532
4107,2.05400422226262
4108,5.00152956464364
4201,18.0946737049137
4202,15.0239006349344
4203,2.01091823477749
4204,5.19337347377712
4205,13.2279901839523
4206,1.01844919533484
4207,20.0735117116192
4208,9.0081635461367
4301,3.03983811562085
4302,11.3482234831375
4303,0.0720363009677962
4304,12.0096573554761
4305,20.008025572055
4306,12.2274816539003
4307,1.14646167340432
4308,6.2838299598337
4401,0.0454520938971712
4402,0.0715952159640043
